BeginTime,SrcIP,DstIP,SrcPort,DstPort
2016-09-13T09:21:21.536Z,192.168.30.129,192.168.30.1,50899,1046
2016-09-13T09:21:21.540Z,192.168.30.129,192.168.30.1,50899,7800
2016-09-13T09:21:21.542Z,192.168.30.129,192.168.30.1,50899,32778
2016-09-13T09:21:21.546Z,192.168.30.129,192.168.30.1,50899,5004
2016-09-13T09:21:21.551Z,192.168.30.129,192.168.30.1,50899,1044
2016-09-13T09:21:21.553Z,192.168.30.129,192.168.30.1,50899,10778
2016-09-13T09:21:21.556Z,192.168.30.129,192.168.30.1,50899,5555
2016-09-13T09:21:21.617Z,192.168.30.129,192.168.30.1,50898,999
2016-09-13T09:21:21.640Z,192.168.30.129,192.168.30.1,50898,4279
2016-09-13T09:21:21.640Z,192.168.30.129,192.168.30.1,50898,7778
2016-09-13T09:21:21.640Z,192.168.30.129,192.168.30.1,50898,6547
2016-09-13T09:21:21.647Z,192.168.30.129,192.168.30.1,50898,9099
